Row	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GAL_BATCH_mu=0.26_S	ACE_BATCH_mu=0.3_S	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.40_V	PYR_BATCH_mu=0.40_S	GLC_CHEM_mu=0.41_P	FUM_BATCH_mu=0.42_S	SUCC_BATCH_mu=0.44_S	GLC_CHEM_mu=0.46_P	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.51_P	GLC+SALTS_BATCH_mu=0.55_S	XYL_BATCH_mu=0.55_S	GLC_BATCH_mu=0.58_S	GLC@pH6_BATCH_mu=0.63_S	FRU_BATCH_mu=0.65_S	GLC@42deg_BATCH_mu=0.66_S
P65367	4.38100486729535e-06	4.04382277276563e-07	4.69542539602473e-07	1.18463894875495e-06	4.5422281007192e-06	1.38476248543713e-06	9.80002758359444e-07	1.91395724258832e-07	3.90018805602646e-07	9.90590096144115e-07	3.7162357859088e-06	4.52580721583344e-07	1.20799037177789e-06	2.9347761057988e-06	2.36017931976042e-07	7.5937869136497e-07	2.07775378236526e-07	6.38743829736953e-08	NaN	2.33792971151109e-07	2.56323776515621e-07	1.35442947346818e-07	2.91731528744734e-06	2.63269401538887e-07	NaN	1.61689273672788e-07	1.3600656026397e-07	2.77412055981658e-07	1.38507047245057e-07	6.08082280971759e-08	1.62997581906892e-07
P0AA41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.05109779894395e-08	8.54063887150571e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.11670350707975e-08	NaN	8.88207598285784e-08	NaN	NaN	NaN
Q46919	NaN	7.33338480436704e-08	7.42694418352101e-08	NaN	NaN	NaN	NaN	1.30739263465883e-07	1.70057563019542e-07	NaN	NaN	1.04748136988344e-07	NaN	NaN	1.5651334121147e-07	NaN	1.73562174745443e-07	2.24096690188629e-07	NaN	1.30983986137399e-07	1.67445298683055e-07	1.88487940657568e-07	NaN	1.06231841078538e-07	NaN	1.67081922064106e-07	2.05046888163516e-07	2.43570513736977e-07	1.92742044789991e-07	1.64948906129969e-07	1.17237357420444e-07
P0A8U0	NaN	7.82863325449944e-08	8.7429890160407e-08	NaN	NaN	NaN	NaN	NaN	9.10124099011055e-08	NaN	NaN	8.77863189692144e-08	NaN	NaN	1.20223017882731e-07	NaN	1.31484094713561e-07	NaN	NaN	1.19306821390839e-07	1.16096677777859e-07	5.68380057681128e-08	NaN	9.65982087215301e-08	NaN	NaN	NaN	1.36482408330249e-07	NaN	1.26291396850411e-07	NaN
Q46920	3.50071796170332e-07	7.34397835410249e-08	8.62444821311153e-08	NaN	3.7920670633026e-07	NaN	7.0880443375256e-07	7.10846361094542e-08	6.16959124810379e-08	5.56179714539861e-07	3.00104670455636e-07	7.85191699402216e-08	NaN	2.85008862082616e-07	1.03094307315477e-07	NaN	1.0458106614327e-07	9.62894133560714e-08	5.85226751089476e-07	1.10798624050829e-07	1.21147674266306e-07	7.02183813714714e-08	2.94569540718862e-07	1.0434252677163e-07	5.64894571233351e-07	9.91056953521439e-08	8.22604324842817e-08	1.0432408415533e-07	1.26502530689038e-07	1.20749467199955e-07	9.93216385347909e-08
P0ADR8	1.62883772344885e-07	5.10317774631089e-07	5.02758156423237e-07	4.32323324466034e-07	1.32843113682575e-07	4.21401760522999e-07	3.75429140009635e-07	4.49618292521907e-07	3.99360704407399e-07	3.51328441832709e-07	1.31534810290247e-07	4.99042265131416e-07	3.49438024661339e-07	1.24389460993684e-07	3.23754770240034e-07	3.48504132976484e-07	4.85443160593805e-07	4.34813891302462e-07	2.98337749873482e-07	4.18841461830557e-07	4.39779781048849e-07	3.98914360402694e-07	1.21974131654001e-07	4.62002819326946e-07	NaN	3.2038463552966e-07	4.70603259112555e-07	3.52200092533908e-07	5.39584986657466e-07	3.55771483818199e-07	2.31570375869793e-07
P0AAD6	NaN	1.32260468447125e-07	1.26983811137791e-07	NaN	NaN	NaN	NaN	1.55785099378887e-07	1.23763750675614e-07	NaN	NaN	1.26951555136994e-07	NaN	NaN	6.74279440661556e-08	NaN	1.38695215773638e-07	1.37598098283793e-07	NaN	1.27584548374009e-07	1.27551956606375e-07	1.36758112470225e-07	NaN	1.3292542044446e-07	NaN	1.76983473792646e-07	1.35375313796759e-07	1.16992514890904e-07	1.44397675540787e-07	1.18216499353582e-07	2.18737250183557e-07
P30744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.64251004582766e-08	NaN	5.82412606823944e-08	NaN
P38506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A9S1	1.77114087704518e-06	6.54548954279276e-07	4.70703755631167e-07	4.76718397064317e-07	2.12025660535189e-06	2.04595863174452e-06	6.96945129639035e-07	4.3092499135411e-07	4.61778590332364e-07	NaN	1.01952057815252e-06	3.21897147154131e-07	NaN	3.29944051672972e-07	2.04940694472118e-07	NaN	2.52547723279866e-07	2.59398257572564e-07	NaN	2.26494743184509e-07	1.58620350101353e-07	2.56819345982412e-07	1.7702351285428e-07	1.6936486866087e-07	NaN	NaN	9.59494630160883e-08	7.32642812469921e-08	7.09279733567374e-08	8.49479216666447e-08	6.88936221050573e-08
P0AB87	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.57325046498866e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P69922	NaN	6.11247819735613e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AEN8	NaN	7.4406444954385e-07	8.92539670054802e-07	NaN	NaN	NaN	2.41549974614418e-06	8.17086243249159e-07	3.94591304080851e-07	2.26663910703279e-06	NaN	8.35699758250278e-07	2.25910325852993e-06	NaN	1.02371721288022e-06	1.94706997658404e-06	5.53156379778821e-07	6.66868061873768e-07	1.63798325035796e-06	6.19331466418286e-07	8.16126670348442e-07	9.41372322897828e-07	NaN	7.85973457756106e-07	1.43273518081342e-06	4.23007275484837e-07	6.25853818819789e-07	4.70344282946228e-07	4.36644969151344e-07	5.43279103586678e-07	1.10749874672218e-06
P0ACK8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.34053143080607e-08	NaN	NaN	5.45260598433479e-08	NaN	9.01192024788288e-08	NaN	NaN	6.68171976205296e-08	6.45383928674816e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ADR6	2.49533712406019e-07	1.36259533472259e-07	1.38547587423534e-07	NaN	2.6020141698962e-07	NaN	NaN	1.4865842061455e-07	1.32449309985888e-07	NaN	2.58993752319778e-07	1.42781187528147e-07	NaN	2.48728602626125e-07	1.8175353281116e-07	NaN	1.31860499384279e-07	1.20785970612548e-07	NaN	1.33039013485889e-07	1.59173100660466e-07	1.5936370430154e-07	2.43998582669245e-07	1.35450741547754e-07	NaN	7.89058084013884e-08	1.22407707798908e-07	2.15841710798273e-07	9.18113669649197e-08	1.66223889945257e-07	1.69380373366625e-07
P0A9F6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P65292	8.93878165063876e-06	1.04958772068917e-05	6.25609973858925e-06	2.23978485711954e-05	NaN	2.13618594794911e-05	1.76845096664904e-05	4.50312745244949e-06	2.71969584125631e-06	1.13879260429756e-05	NaN	3.71174478291782e-06	8.36032124471068e-06	NaN	3.64044476400399e-06	6.19957473863063e-06	4.36924598538211e-06	2.52626597795933e-06	4.33209362402469e-06	4.00661191848495e-06	3.34128182801817e-06	3.0718635813608e-06	NaN	2.1191559394725e-06	3.61192620900896e-06	4.69355194668812e-06	1.16897827920823e-06	2.56247803515024e-06	3.19345901155254e-06	1.61100154986217e-06	1.47163868806913e-06
Q46925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AGF2	2.70365927960787e-07	2.5040503187176e-07	2.50121094180533e-07	3.91952426657679e-07	2.65736546726394e-07	3.59265636672204e-07	3.69758695633679e-07	3.46793751628154e-07	2.814164972495e-07	4.09782333456546e-07	2.46665508815145e-07	2.08951147563217e-07	3.42411384194078e-07	2.38362814209984e-07	2.74280774265523e-07	3.82642144463817e-07	2.56311769987049e-07	2.90506544852883e-07	2.60595816360036e-07	3.85557701130248e-07	3.28943763764618e-07	2.86686936538627e-07	2.32072894054559e-07	2.60033249310223e-07	3.4108020867552e-07	9.97784237300574e-07	4.35650240442408e-07	3.46707486201002e-07	6.30623530668135e-07	3.25477868366936e-07	6.56853406834983e-07
Q46927	NaN	6.82754280449918e-08	NaN	NaN	NaN	NaN	NaN	5.53740663094788e-08	8.82995399905918e-08	NaN	NaN	8.18318612220788e-08	NaN	NaN	9.23863472428818e-08	NaN	1.29720935992827e-07	6.25286326148602e-08	NaN	1.21938024631429e-07	7.43926011109807e-08	NaN	NaN	5.57441250949186e-08	NaN	2.51614841830347e-07	NaN	8.46038556117019e-08	2.98876397173681e-07	NaN	2.87850386280616e-07
P0A935	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.11573775112088e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.35428212910838e-08	NaN	NaN	NaN	7.21244177822062e-08	NaN	NaN	NaN	7.6867784092964e-08	8.98173544774661e-08	NaN	NaN	NaN	6.2713458945633e-08
P63883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A6C5	1.00512924083691e-06	4.68075995060972e-07	4.09449610117567e-07	NaN	1.22623251414041e-06	NaN	NaN	2.74024213830007e-07	3.44250064854302e-07	1.90138928523877e-07	1.29491844223765e-06	4.32725540292719e-07	2.00394500756381e-07	1.98298538787989e-06	4.95887241181455e-07	2.08294956771049e-07	3.75830158326195e-07	3.78311879859777e-07	1.87251066943393e-07	3.80833058815028e-07	4.82989626480208e-07	4.47708892517506e-07	1.72867133615575e-06	6.82977768906233e-07	2.07535780565681e-07	3.35119731635702e-07	4.91109751490241e-07	5.89338941435902e-07	3.54691388313971e-07	5.43177104881455e-07	5.01268643581061e-07
P04993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P08394	NaN	7.74388485661583e-08	NaN	NaN	NaN	NaN	NaN	5.60343656199125e-08	8.64180334397516e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.17699875420946e-08	5.92520230455226e-08	NaN	9.40319055907194e-08	5.14439227257332e-08	NaN	NaN	6.27963181018932e-08	NaN	7.31163765163951e-08	NaN	7.14924727525063e-08	5.3513696120967e-08	NaN	7.76235247100364e-08
P05458	NaN	6.82489441706532e-08	5.82543374394742e-08	NaN	NaN	NaN	NaN	6.46637945390294e-08	6.19365702956802e-08	NaN	NaN	5.80978958356086e-08	6.25991182987077e-08	NaN	9.6311257419867e-08	NaN	7.13782120314839e-08	NaN	NaN	5.11644192184797e-08	6.60632219960694e-08	5.48938486291633e-08	NaN	NaN	NaN	NaN	NaN	8.62516375115738e-08	NaN	5.79012649983173e-08	NaN
P07648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A884	9.53149340672477e-07	2.81841390711716e-07	4.3129498665737e-07	7.63186943717238e-07	1.01307969991337e-06	7.51344548152482e-07	7.08049828557465e-07	3.76689372131586e-07	4.49745699600247e-07	7.40043138924759e-07	1.05237912104446e-06	3.7703878051669e-07	7.8515877089042e-07	9.69050258825391e-07	5.55566003616127e-07	8.16989155458135e-07	5.93114707191395e-07	6.79428398556229e-07	7.26293984966006e-07	6.43857353558676e-07	6.73802931558872e-07	5.41371521741016e-07	1.10531508907252e-06	5.48069503743631e-07	7.45364819956379e-07	5.2489045529271e-07	6.43636933581794e-07	6.77893929990307e-07	4.28865218078559e-07	7.40867595388041e-07	3.22280311641452e-07
P60955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37177	3.60487903947715e-07	1.4338369566935e-07	1.58965635928067e-07	NaN	3.81974271198647e-07	NaN	NaN	7.1517246002497e-08	8.12110734502172e-08	4.41071288277545e-07	3.65872075600759e-07	1.53411152590815e-07	4.05855688312769e-07	2.8329800380034e-07	7.64049181119781e-08	NaN	7.14970766643423e-08	1.05417111442083e-07	NaN	1.09723095718909e-07	7.92720543224619e-08	1.30525373407122e-07	2.58842794236048e-07	1.3425355228397e-07	NaN	NaN	1.35176922049921e-07	7.48589088920295e-08	8.66935616234408e-08	1.14850542081219e-07	8.47830579876208e-08
P0A776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.50026977439475e-07	5.66775440981858e-08	NaN	6.66635507159696e-08	6.27085979131761e-08	NaN	NaN	7.17565314980227e-08	NaN	9.15668089723083e-08	NaN	9.30376640454548e-08	1.76461241220455e-07	NaN	NaN
P65294	NaN	1.29161855149505e-07	3.27656456096445e-07	NaN	NaN	NaN	NaN	NaN	1.11730859943497e-07	NaN	NaN	9.43488023313744e-08	NaN	NaN	2.08261772314183e-07	NaN	2.40582016905451e-07	NaN	NaN	2.70168875805688e-07	1.66701944482869e-07	NaN	NaN	1.21121882546845e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A9T4	3.61504355044832e-06	3.49507689646919e-07	3.30293384161604e-07	1.02399115922698e-06	3.50977544672713e-06	1.0873682373956e-06	9.81634689101817e-07	4.02304431588068e-07	3.18980994316856e-07	9.35715357063231e-07	3.32983341092073e-06	2.7421955237601e-07	8.23344028360324e-07	3.11959911964581e-06	2.90262203396427e-07	9.40077380933577e-07	3.10355556393346e-07	2.17133894853786e-07	7.94990586005069e-07	4.04264211760427e-07	4.20223847474709e-07	3.14572249227677e-07	3.11069259270573e-06	2.93086896639995e-07	8.69517636354852e-07	4.42936628235359e-07	3.28897445030336e-07	4.30124230121398e-07	5.17293337888205e-07	3.22706903541708e-07	4.10913307334943e-07
P31119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P03024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.88804833372994e-08	8.1407975298561e-08	NaN	NaN	6.11589903112487e-08	NaN	NaN	9.68748342657931e-08	NaN	1.10960134773339e-07	NaN	NaN	1.01906309449419e-07	1.29210208283715e-07	NaN	NaN	7.14572341820769e-08	NaN	NaN	NaN	1.14246211724451e-07	6.14480117846021e-08	NaN	5.69216666951343e-08
P00861	5.8923972016021e-07	5.12515936201195e-07	7.87522195459803e-07	NaN	7.63948542397294e-07	NaN	NaN	8.59254323349963e-07	8.07997673670103e-07	7.48479779059794e-07	8.96187823744948e-07	1.08257912435071e-06	NaN	9.60395328691527e-07	1.09736462999606e-06	NaN	1.23173475799542e-06	1.41143857924897e-06	NaN	9.85356804806344e-07	1.35799376155625e-06	9.37026559881353e-07	1.15739562795944e-06	1.37611294047238e-06	NaN	1.24900229563725e-06	1.38829133753071e-06	1.28550021700436e-06	1.4613051634265e-06	1.63184328529609e-06	1.14986494717845e-06
P03030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P03813	NaN	1.59406439644222e-07	1.29040131188603e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.43934339556641e-07	NaN	NaN	7.90416526411322e-08	NaN	1.1244594268407e-07	NaN	NaN	NaN	8.56953970266383e-08	NaN	NaN	1.34384494859696e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37769	NaN	NaN	1.33491459298596e-07	NaN	NaN	NaN	NaN	5.23685659999182e-08	5.49356156879029e-08	NaN	NaN	8.19157268241511e-08	NaN	NaN	7.28624350804427e-08	NaN	8.44929431901967e-08	6.04807516340242e-08	NaN	9.45504638936094e-08	5.49129089932706e-08	NaN	NaN	NaN	NaN	NaN	NaN	9.18505523541493e-08	NaN	NaN	7.15277900090742e-08
Q46938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46939	8.87281296804867e-07	5.96152011362593e-08	8.50832661024215e-08	NaN	NaN	NaN	NaN	1.82993984757106e-07	1.01688865677966e-07	NaN	NaN	1.09234946699214e-07	NaN	NaN	9.45601436485967e-08	NaN	1.98702044595e-07	1.8167629844274e-07	NaN	1.11778123067399e-07	9.03461258688313e-08	1.25398135462245e-07	NaN	7.50113898089341e-08	NaN	NaN	NaN	NaN	NaN	6.91891217096746e-08	NaN
P63340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46800	NaN	NaN	1.66755460120555e-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46802	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P65807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46810	NaN	5.63047168439304e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.52913173075625e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.82430631164975e-08	NaN	NaN	NaN
P76641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q46822	NaN	1.24553661014584e-07	1.06493186631464e-07	NaN	NaN	NaN	NaN	1.41076363015432e-07	7.46914344717246e-08	NaN	NaN	6.0467099094152e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.20216147278418e-08	NaN	6.01126992918463e-08	NaN	NaN	5.51452112466063e-08	NaN	NaN
P0A8N3	1.1652655760579e-05	3.26861328699955e-06	3.44784392519679e-06	1.33899661143328e-05	1.42163265772078e-05	1.38170033008636e-05	1.42884693323704e-05	3.05832425439522e-06	3.40360159450356e-06	1.48989133674768e-05	1.49574301296006e-05	3.76606872666018e-06	1.47734499463381e-05	1.55374614066532e-05	3.09615029730638e-06	1.55914109445899e-05	3.74494912283752e-06	3.79326068536e-06	1.67826310147968e-05	3.84583963872599e-06	3.81096732035145e-06	3.71724751003562e-06	1.58599581928622e-05	4.4757855930658e-06	1.72856259611378e-05	3.63827017403129e-06	5.10375393669524e-06	4.54504315005524e-06	4.70300550116767e-06	4.9027377643907e-06	5.10538888320198e-06
P07012	NaN	1.80114180989598e-06	2.14220165293416e-06	6.04583462733584e-06	NaN	5.92728724189298e-06	6.47245551544985e-06	2.14292172071665e-06	2.50117854556106e-06	6.12320766533486e-06	NaN	2.35408648376986e-06	6.39986178964663e-06	NaN	2.24512913221351e-06	6.10605184738956e-06	2.53195535528944e-06	2.44936317122184e-06	6.46094183739076e-06	2.60124209420078e-06	2.59775608455462e-06	2.52187677504326e-06	NaN	2.55831863237633e-06	6.60394624294438e-06	3.36180225700617e-06	3.20265600481558e-06	2.97970349943178e-06	3.11670910527378e-06	2.67296106929255e-06	2.91963740776888e-06
P21893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AEG6	2.10038045766075e-06	5.11721419971036e-07	5.69310350067752e-07	9.05570759282353e-07	1.85175249375711e-06	9.9199123313173e-07	9.89584863004867e-07	8.28721172477836e-07	1.03907293169305e-06	9.57618922323407e-07	1.84782758358012e-06	5.72361767743153e-07	1.47968384785323e-06	1.69279363158921e-06	2.15707025003756e-06	9.35686857002763e-07	1.40771384694232e-06	7.73045814823019e-07	1.57341287420889e-06	9.69415938458244e-07	1.1929119480225e-06	8.98886771302549e-07	1.87444652567788e-06	7.55819253174559e-07	1.29294054590692e-06	1.26074347992737e-06	8.39197089123795e-07	2.51729691854085e-06	1.25626664674221e-06	1.08275025551169e-06	1.14898689121045e-06
P0A8P8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ABY4	NaN	1.96775186336031e-07	1.92858628765568e-07	NaN	NaN	NaN	NaN	3.3684372408817e-07	4.26817573259776e-07	NaN	NaN	3.28459630516291e-07	NaN	NaN	5.44515871887077e-07	NaN	4.8308567870878e-07	6.37632122918785e-07	NaN	7.33395087191015e-07	5.19966732848463e-07	7.1514486130771e-07	NaN	3.66583093786953e-07	NaN	8.41848324286081e-07	8.3910691105705e-07	1.22263645162e-06	6.72974228561044e-07	7.50387474542198e-07	5.72796433590136e-07
P64559	2.07265448961563e-06	9.82710641209257e-07	9.70824983989245e-07	NaN	NaN	1.16421015470074e-06	1.10278204615156e-06	3.3331453811861e-07	4.02708035829243e-07	NaN	NaN	4.62162366620108e-07	NaN	NaN	6.62383943663616e-07	NaN	6.02643688592212e-08	1.25700884966555e-06	NaN	1.06388957889957e-06	4.40465954156713e-07	NaN	NaN	1.37366244369807e-06	NaN	2.90409446143807e-07	NaN	3.36714486292101e-07	2.13951741423301e-07	NaN	1.24987889907263e-07
P0ADE8	9.61467131086011e-06	2.83361565098753e-06	2.90841069586731e-06	9.09899664120664e-06	9.33363767831572e-06	9.40152126282069e-06	9.23398081844427e-06	3.7687835434802e-06	3.56302645771253e-06	8.06164300605089e-06	7.69146532413737e-06	2.8544286657334e-06	7.83812179410428e-06	6.24780285006424e-06	3.60163847261308e-06	7.25186263142191e-06	3.52812022173161e-06	3.58344065115206e-06	6.83689462929767e-06	3.41128778090417e-06	3.84994576495097e-06	3.36179077979767e-06	5.86285973655223e-06	2.99039172010868e-06	6.44209966176484e-06	2.71093304247147e-06	3.57970853748744e-06	2.85273570271692e-06	3.49874125232478e-06	3.53857308116845e-06	3.72462898782143e-06
P67603	2.09690842173495e-06	1.75437128781396e-06	1.85792145390954e-06	1.66622698786537e-06	1.90992167535448e-06	NaN	1.88120181490371e-06	1.49138845285245e-06	2.33845010689653e-06	1.6301693713706e-06	1.48401860179034e-06	1.67578149420884e-06	1.53410687711018e-06	1.47169035828571e-06	2.19189124801799e-06	1.30607157179016e-06	1.9914382481379e-06	1.52892843666379e-06	1.31961927225059e-06	1.75253500513749e-06	1.69639146591811e-06	1.66011959302183e-06	1.65575858171407e-06	1.6931249163058e-06	1.33487551554033e-06	1.64048331898823e-06	1.60765850269325e-06	1.2396989674219e-06	1.59843830319733e-06	1.39991522940295e-06	1.7061640599851e-06
Q46829	3.48677949863889e-06	4.83065867936637e-07	5.17587852789681e-07	1.60513837090912e-06	3.29113782212456e-06	1.47582726616277e-06	1.45950783470736e-06	6.74598205845903e-07	6.04291772566932e-07	1.35058814800036e-06	3.36269195381267e-06	4.79145151039755e-07	1.38270924348682e-06	3.12478201385388e-06	8.03419049356617e-07	1.2952328706635e-06	6.99736282865402e-07	5.62445635479519e-07	1.36489340804798e-06	7.54617565883365e-07	7.04375755587059e-07	5.30640536748578e-07	3.36807612546571e-06	5.14473380028707e-07	1.30123085867946e-06	6.0848552316481e-07	6.81151009347482e-07	6.53407536596512e-07	6.49411715378128e-07	5.26432317440662e-07	7.27891511784977e-07
P52037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
